,year,building_type,sq_ft,sq_ft_classification,ghgi,max_size,min_size
432,2030,Laboratory,>220K Buildings,A,6.78,1000000,220000
433,2030,Laboratory,>90-220K Buildings,B,6.78,220000,90000
434,2030,Laboratory,>50-90K Buildings,C,6.78,90000,50000
435,2030,Laboratory,>30-50K Buildings,D,6.78,50000,30000
436,2030,Laboratory,>20-30K Buildings,E,6.78,50000,20000
437,2030,Laboratory,<20k buildings,F,,20000,0
438,2030,Multifamily Housing,>220K Buildings,A,,1000000,220000
439,2030,Multifamily Housing,>90-220K Buildings,B,,220000,90000
440,2030,Multifamily Housing,>50-90K Buildings,C,,90000,50000
441,2030,Multifamily Housing,>30-50K Buildings,D,,50000,30000
442,2030,Multifamily Housing,>20-30K Buildings,E,,50000,20000
443,2030,Multifamily Housing,<20k buildings,F,,20000,0
444,2030,Non-Refrigerated Warehouse,>220K Buildings,A,0.65,1000000,220000
445,2030,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.65,220000,90000
446,2030,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.65,90000,50000
447,2030,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.65,50000,30000
448,2030,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.65,50000,20000
449,2030,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
450,2030,Office,>220K Buildings,A,0.63,1000000,220000
451,2030,Office,>90-220K Buildings,B,0.63,220000,90000
452,2030,Office,>50-90K Buildings,C,0.63,90000,50000
453,2030,Office,>30-50K Buildings,D,0.63,50000,30000
454,2030,Office,>20-30K Buildings,E,0.63,50000,20000
455,2030,Office,<20k buildings,F,,20000,0
456,2030,Other,>220K Buildings,A,2.13,1000000,220000
457,2030,Other,>90-220K Buildings,B,2.13,220000,90000
458,2030,Other,>50-90K Buildings,C,2.13,90000,50000
459,2030,Other,>30-50K Buildings,D,2.13,50000,30000
460,2030,Other,>20-30K Buildings,E,2.13,50000,20000
461,2030,Other,<20k buildings,F,,20000,0
462,2030,Recreation,>220K Buildings,A,3.25,1000000,220000
463,2030,Recreation,>90-220K Buildings,B,3.25,220000,90000
464,2030,Recreation,>50-90K Buildings,C,3.25,90000,50000
465,2030,Recreation,>30-50K Buildings,D,3.25,50000,30000
466,2030,Recreation,>20-30K Buildings,E,3.25,50000,20000
467,2030,Recreation,<20k buildings,F,,20000,0
468,2030,Refrigerated Warehouse,>220K Buildings,A,0.38,1000000,220000
469,2030,Refrigerated Warehouse,>90-220K Buildings,B,0.38,220000,90000
470,2030,Refrigerated Warehouse,>50-90K Buildings,C,0.38,90000,50000
471,2030,Refrigerated Warehouse,>30-50K Buildings,D,0.38,50000,30000
472,2030,Refrigerated Warehouse,>20-30K Buildings,E,0.38,50000,20000
473,2030,Refrigerated Warehouse,<20k buildings,F,,20000,0
474,2030,Residence Hall/Dormitory,>220K Buildings,A,1.18,1000000,220000
475,2030,Residence Hall/Dormitory,>90-220K Buildings,B,1.18,220000,90000
476,2030,Residence Hall/Dormitory,>50-90K Buildings,C,1.18,90000,50000
477,2030,Residence Hall/Dormitory,>30-50K Buildings,D,1.18,50000,30000
478,2030,Residence Hall/Dormitory,>20-30K Buildings,E,1.18,50000,20000
479,2030,Residence Hall/Dormitory,<20k buildings,F,,20000,0
480,2030,Restaurant,>220K Buildings,A,5.85,1000000,220000
481,2030,Restaurant,>90-220K Buildings,B,5.85,220000,90000
482,2030,Restaurant,>50-90K Buildings,C,5.85,90000,50000
483,2030,Restaurant,>30-50K Buildings,D,5.85,50000,30000
484,2030,Restaurant,>20-30K Buildings,E,5.85,50000,20000
485,2030,Restaurant,<20k buildings,F,,20000,0
486,2030,Retail Store,>220K Buildings,A,0.91,1000000,220000
487,2030,Retail Store,>90-220K Buildings,B,0.91,220000,90000
488,2030,Retail Store,>50-90K Buildings,C,0.91,90000,50000
489,2030,Retail Store,>30-50K Buildings,D,0.91,50000,30000
490,2030,Retail Store,>20-30K Buildings,E,0.91,50000,20000
491,2030,Retail Store,<20k buildings,F,,20000,0
492,2030,Self-Storage Facility,>220K Buildings,A,0.25,1000000,220000
493,2030,Self-Storage Facility,>90-220K Buildings,B,0.25,220000,90000
494,2030,Self-Storage Facility,>50-90K Buildings,C,0.25,90000,50000
495,2030,Self-Storage Facility,>30-50K Buildings,D,0.25,50000,30000
496,2030,Self-Storage Facility,>20-30K Buildings,E,0.25,50000,20000
497,2030,Self-Storage Facility,<20k buildings,F,,20000,0
498,2030,Senior Living Community,>220K Buildings,A,2.12,1000000,220000
499,2030,Senior Living Community,>90-220K Buildings,B,2.12,220000,90000
500,2030,Senior Living Community,>50-90K Buildings,C,2.12,90000,50000
501,2030,Senior Living Community,>30-50K Buildings,D,2.12,50000,30000
502,2030,Senior Living Community,>20-30K Buildings,E,2.12,50000,20000
503,2030,Senior Living Community,<20k buildings,F,,20000,0
504,2030,Services,>220K Buildings,A,1.46,1000000,220000
505,2030,Services,>90-220K Buildings,B,1.46,220000,90000
506,2030,Services,>50-90K Buildings,C,1.46,90000,50000
507,2030,Services,>30-50K Buildings,D,1.46,50000,30000
508,2030,Services,>20-30K Buildings,E,1.46,50000,20000
509,2030,Services,<20k buildings,F,,20000,0
510,2030,Supermarket/Grocery Store,>220K Buildings,A,3.54,1000000,220000
511,2030,Supermarket/Grocery Store,>90-220K Buildings,B,3.54,220000,90000
512,2030,Supermarket/Grocery Store,>50-90K Buildings,C,3.54,90000,50000
513,2030,Supermarket/Grocery Store,>30-50K Buildings,D,3.54,50000,30000
514,2030,Supermarket/Grocery Store,>20-30K Buildings,E,3.54,50000,20000
515,2030,Supermarket/Grocery Store,<20k buildings,F,,20000,0
516,2030,Worship Facility,>220K Buildings,A,1.19,1000000,220000
517,2030,Worship Facility,>90-220K Buildings,B,1.19,220000,90000
518,2030,Worship Facility,>50-90K Buildings,C,1.19,90000,50000
519,2030,Worship Facility,>30-50K Buildings,D,1.19,50000,30000
520,2030,Worship Facility,>20-30K Buildings,E,1.19,50000,20000
521,2030,Worship Facility,<20k buildings,F,,20000,0
522,2030,nan,>220K Buildings,A,,1000000,220000
523,2030,nan,>90-220K Buildings,B,,220000,90000
524,2030,nan,>50-90K Buildings,C,,90000,50000
525,2030,nan,>30-50K Buildings,D,,50000,30000
526,2030,nan,>20-30K Buildings,E,,50000,20000
527,2030,nan,<20k buildings,F,,20000,0
528,2031,College/University,>220K Buildings,A,2.0,1000000,220000
529,2031,College/University,>90-220K Buildings,B,2.83,220000,90000
530,2031,College/University,>50-90K Buildings,C,2.83,90000,50000
531,2031,College/University,>30-50K Buildings,D,2.83,50000,30000
532,2031,College/University,>20-30K Buildings,E,2.83,50000,20000
533,2031,College/University,<20k buildings,F,,20000,0
534,2031,Entertainment/Public Assembly,>220K Buildings,A,0.89,1000000,220000
535,2031,Entertainment/Public Assembly,>90-220K Buildings,B,1.25,220000,90000
536,2031,Entertainment/Public Assembly,>50-90K Buildings,C,1.25,90000,50000
537,2031,Entertainment/Public Assembly,>30-50K Buildings,D,1.25,50000,30000
538,2031,Entertainment/Public Assembly,>20-30K Buildings,E,1.25,50000,20000
539,2031,Entertainment/Public Assembly,<20k buildings,F,,20000,0
540,2031,Fire/Police Station,>220K Buildings,A,1.72,1000000,220000
541,2031,Fire/Police Station,>90-220K Buildings,B,2.44,220000,90000
542,2031,Fire/Police Station,>50-90K Buildings,C,2.44,90000,50000
543,2031,Fire/Police Station,>30-50K Buildings,D,2.44,50000,30000
544,2031,Fire/Police Station,>20-30K Buildings,E,2.44,50000,20000
545,2031,Fire/Police Station,<20k buildings,F,,20000,0
546,2031,Hospital,>220K Buildings,A,3.62,1000000,220000
547,2031,Hospital,>90-220K Buildings,B,5.12,220000,90000
548,2031,Hospital,>50-90K Buildings,C,5.12,90000,50000
549,2031,Hospital,>30-50K Buildings,D,5.12,50000,30000
550,2031,Hospital,>20-30K Buildings,E,5.12,50000,20000
551,2031,Hospital,<20k buildings,F,,20000,0
552,2031,Hotel,>220K Buildings,A,1.57,1000000,220000
553,2031,Hotel,>90-220K Buildings,B,2.22,220000,90000
554,2031,Hotel,>50-90K Buildings,C,2.22,90000,50000
555,2031,Hotel,>30-50K Buildings,D,2.22,50000,30000
556,2031,Hotel,>20-30K Buildings,E,2.22,50000,20000
557,2031,Hotel,<20k buildings,F,,20000,0
558,2031,K-12 School,>220K Buildings,A,0.69,1000000,220000
559,2031,K-12 School,>90-220K Buildings,B,0.98,220000,90000
560,2031,K-12 School,>50-90K Buildings,C,0.98,90000,50000
561,2031,K-12 School,>30-50K Buildings,D,0.98,50000,30000
562,2031,K-12 School,>20-30K Buildings,E,0.98,50000,20000
563,2031,K-12 School,<20k buildings,F,,20000,0
564,2031,Laboratory,>220K Buildings,A,4.79,1000000,220000
565,2031,Laboratory,>90-220K Buildings,B,6.78,220000,90000
566,2031,Laboratory,>50-90K Buildings,C,6.78,90000,50000
567,2031,Laboratory,>30-50K Buildings,D,6.78,50000,30000
568,2031,Laboratory,>20-30K Buildings,E,6.78,50000,20000
569,2031,Laboratory,<20k buildings,F,,20000,0
570,2031,Multifamily Housing,>220K Buildings,A,0.65,1000000,220000
571,2031,Multifamily Housing,>90-220K Buildings,B,,220000,90000
572,2031,Multifamily Housing,>50-90K Buildings,C,,90000,50000
573,2031,Multifamily Housing,>30-50K Buildings,D,,50000,30000
574,2031,Multifamily Housing,>20-30K Buildings,E,,50000,20000
575,2031,Multifamily Housing,<20k buildings,F,,20000,0
576,2031,Non-Refrigerated Warehouse,>220K Buildings,A,0.46,1000000,220000
577,2031,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.65,220000,90000
578,2031,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.65,90000,50000
579,2031,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.65,50000,30000
580,2031,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.65,50000,20000
581,2031,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
582,2031,Office,>220K Buildings,A,0.44,1000000,220000
583,2031,Office,>90-220K Buildings,B,0.63,220000,90000
584,2031,Office,>50-90K Buildings,C,0.63,90000,50000
585,2031,Office,>30-50K Buildings,D,0.63,50000,30000
586,2031,Office,>20-30K Buildings,E,0.63,50000,20000
587,2031,Office,<20k buildings,F,,20000,0
588,2031,Other,>220K Buildings,A,1.51,1000000,220000
589,2031,Other,>90-220K Buildings,B,2.13,220000,90000
590,2031,Other,>50-90K Buildings,C,2.13,90000,50000
591,2031,Other,>30-50K Buildings,D,2.13,50000,30000
592,2031,Other,>20-30K Buildings,E,2.13,50000,20000
593,2031,Other,<20k buildings,F,,20000,0
594,2031,Recreation,>220K Buildings,A,2.29,1000000,220000
595,2031,Recreation,>90-220K Buildings,B,3.25,220000,90000
596,2031,Recreation,>50-90K Buildings,C,3.25,90000,50000
597,2031,Recreation,>30-50K Buildings,D,3.25,50000,30000
598,2031,Recreation,>20-30K Buildings,E,3.25,50000,20000
599,2031,Recreation,<20k buildings,F,,20000,0
600,2031,Refrigerated Warehouse,>220K Buildings,A,0.27,1000000,220000
601,2031,Refrigerated Warehouse,>90-220K Buildings,B,0.38,220000,90000
602,2031,Refrigerated Warehouse,>50-90K Buildings,C,0.38,90000,50000
603,2031,Refrigerated Warehouse,>30-50K Buildings,D,0.38,50000,30000
604,2031,Refrigerated Warehouse,>20-30K Buildings,E,0.38,50000,20000
605,2031,Refrigerated Warehouse,<20k buildings,F,,20000,0
606,2031,Residence Hall/Dormitory,>220K Buildings,A,0.84,1000000,220000
607,2031,Residence Hall/Dormitory,>90-220K Buildings,B,1.18,220000,90000
608,2031,Residence Hall/Dormitory,>50-90K Buildings,C,1.18,90000,50000
609,2031,Residence Hall/Dormitory,>30-50K Buildings,D,1.18,50000,30000
610,2031,Residence Hall/Dormitory,>20-30K Buildings,E,1.18,50000,20000
611,2031,Residence Hall/Dormitory,<20k buildings,F,,20000,0
612,2031,Restaurant,>220K Buildings,A,4.13,1000000,220000
613,2031,Restaurant,>90-220K Buildings,B,5.85,220000,90000
614,2031,Restaurant,>50-90K Buildings,C,5.85,90000,50000
615,2031,Restaurant,>30-50K Buildings,D,5.85,50000,30000
616,2031,Restaurant,>20-30K Buildings,E,5.85,50000,20000
617,2031,Restaurant,<20k buildings,F,,20000,0
618,2031,Retail Store,>220K Buildings,A,0.64,1000000,220000
619,2031,Retail Store,>90-220K Buildings,B,0.91,220000,90000
620,2031,Retail Store,>50-90K Buildings,C,0.91,90000,50000
621,2031,Retail Store,>30-50K Buildings,D,0.91,50000,30000
622,2031,Retail Store,>20-30K Buildings,E,0.91,50000,20000
623,2031,Retail Store,<20k buildings,F,,20000,0
624,2031,Self-Storage Facility,>220K Buildings,A,0.17,1000000,220000
625,2031,Self-Storage Facility,>90-220K Buildings,B,0.25,220000,90000
626,2031,Self-Storage Facility,>50-90K Buildings,C,0.25,90000,50000
627,2031,Self-Storage Facility,>30-50K Buildings,D,0.25,50000,30000
628,2031,Self-Storage Facility,>20-30K Buildings,E,0.25,50000,20000
629,2031,Self-Storage Facility,<20k buildings,F,,20000,0
630,2031,Senior Living Community,>220K Buildings,A,1.5,1000000,220000
631,2031,Senior Living Community,>90-220K Buildings,B,2.12,220000,90000
632,2031,Senior Living Community,>50-90K Buildings,C,2.12,90000,50000
633,2031,Senior Living Community,>30-50K Buildings,D,2.12,50000,30000
634,2031,Senior Living Community,>20-30K Buildings,E,2.12,50000,20000
635,2031,Senior Living Community,<20k buildings,F,,20000,0
636,2031,Services,>220K Buildings,A,1.03,1000000,220000
637,2031,Services,>90-220K Buildings,B,1.46,220000,90000
638,2031,Services,>50-90K Buildings,C,1.46,90000,50000
639,2031,Services,>30-50K Buildings,D,1.46,50000,30000
640,2031,Services,>20-30K Buildings,E,1.46,50000,20000
641,2031,Services,<20k buildings,F,,20000,0
642,2031,Supermarket/Grocery Store,>220K Buildings,A,2.5,1000000,220000
643,2031,Supermarket/Grocery Store,>90-220K Buildings,B,3.54,220000,90000
644,2031,Supermarket/Grocery Store,>50-90K Buildings,C,3.54,90000,50000
645,2031,Supermarket/Grocery Store,>30-50K Buildings,D,3.54,50000,30000
646,2031,Supermarket/Grocery Store,>20-30K Buildings,E,3.54,50000,20000
647,2031,Supermarket/Grocery Store,<20k buildings,F,,20000,0
648,2031,Worship Facility,>220K Buildings,A,0.84,1000000,220000
649,2031,Worship Facility,>90-220K Buildings,B,1.19,220000,90000
650,2031,Worship Facility,>50-90K Buildings,C,1.19,90000,50000
651,2031,Worship Facility,>30-50K Buildings,D,1.19,50000,30000
652,2031,Worship Facility,>20-30K Buildings,E,1.19,50000,20000
653,2031,Worship Facility,<20k buildings,F,,20000,0
654,2031,nan,>220K Buildings,A,,1000000,220000
655,2031,nan,>90-220K Buildings,B,,220000,90000
656,2031,nan,>50-90K Buildings,C,,90000,50000
657,2031,nan,>30-50K Buildings,D,,50000,30000
658,2031,nan,>20-30K Buildings,E,,50000,20000
659,2031,nan,<20k buildings,F,,20000,0
660,2032,College/University,>220K Buildings,A,2.0,1000000,220000
661,2032,College/University,>90-220K Buildings,B,2.0,220000,90000
662,2032,College/University,>50-90K Buildings,C,2.83,90000,50000
663,2032,College/University,>30-50K Buildings,D,2.83,50000,30000
664,2032,College/University,>20-30K Buildings,E,2.83,50000,20000
665,2032,College/University,<20k buildings,F,,20000,0
666,2032,Entertainment/Public Assembly,>220K Buildings,A,0.89,1000000,220000
667,2032,Entertainment/Public Assembly,>90-220K Buildings,B,0.89,220000,90000
668,2032,Entertainment/Public Assembly,>50-90K Buildings,C,1.25,90000,50000
669,2032,Entertainment/Public Assembly,>30-50K Buildings,D,1.25,50000,30000
670,2032,Entertainment/Public Assembly,>20-30K Buildings,E,1.25,50000,20000
671,2032,Entertainment/Public Assembly,<20k buildings,F,,20000,0
672,2032,Fire/Police Station,>220K Buildings,A,1.72,1000000,220000
673,2032,Fire/Police Station,>90-220K Buildings,B,1.72,220000,90000
674,2032,Fire/Police Station,>50-90K Buildings,C,2.44,90000,50000
675,2032,Fire/Police Station,>30-50K Buildings,D,2.44,50000,30000
676,2032,Fire/Police Station,>20-30K Buildings,E,2.44,50000,20000
677,2032,Fire/Police Station,<20k buildings,F,,20000,0
678,2032,Hospital,>220K Buildings,A,3.62,1000000,220000
679,2032,Hospital,>90-220K Buildings,B,3.62,220000,90000
680,2032,Hospital,>50-90K Buildings,C,5.12,90000,50000
681,2032,Hospital,>30-50K Buildings,D,5.12,50000,30000
682,2032,Hospital,>20-30K Buildings,E,5.12,50000,20000
683,2032,Hospital,<20k buildings,F,,20000,0
684,2032,Hotel,>220K Buildings,A,1.57,1000000,220000
685,2032,Hotel,>90-220K Buildings,B,1.57,220000,90000
686,2032,Hotel,>50-90K Buildings,C,2.22,90000,50000
687,2032,Hotel,>30-50K Buildings,D,2.22,50000,30000
688,2032,Hotel,>20-30K Buildings,E,2.22,50000,20000
689,2032,Hotel,<20k buildings,F,,20000,0
690,2032,K-12 School,>220K Buildings,A,0.69,1000000,220000
691,2032,K-12 School,>90-220K Buildings,B,0.69,220000,90000
692,2032,K-12 School,>50-90K Buildings,C,0.98,90000,50000
693,2032,K-12 School,>30-50K Buildings,D,0.98,50000,30000
694,2032,K-12 School,>20-30K Buildings,E,0.98,50000,20000
695,2032,K-12 School,<20k buildings,F,,20000,0
696,2032,Laboratory,>220K Buildings,A,4.79,1000000,220000
697,2032,Laboratory,>90-220K Buildings,B,4.79,220000,90000
698,2032,Laboratory,>50-90K Buildings,C,6.78,90000,50000
699,2032,Laboratory,>30-50K Buildings,D,6.78,50000,30000
700,2032,Laboratory,>20-30K Buildings,E,6.78,50000,20000
701,2032,Laboratory,<20k buildings,F,,20000,0
702,2032,Multifamily Housing,>220K Buildings,A,0.65,1000000,220000
703,2032,Multifamily Housing,>90-220K Buildings,B,0.65,220000,90000
704,2032,Multifamily Housing,>50-90K Buildings,C,,90000,50000
705,2032,Multifamily Housing,>30-50K Buildings,D,,50000,30000
706,2032,Multifamily Housing,>20-30K Buildings,E,,50000,20000
707,2032,Multifamily Housing,<20k buildings,F,,20000,0
708,2032,Non-Refrigerated Warehouse,>220K Buildings,A,0.46,1000000,220000
709,2032,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.46,220000,90000
710,2032,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.65,90000,50000
711,2032,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.65,50000,30000
712,2032,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.65,50000,20000
713,2032,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
714,2032,Office,>220K Buildings,A,0.44,1000000,220000
715,2032,Office,>90-220K Buildings,B,0.44,220000,90000
716,2032,Office,>50-90K Buildings,C,0.63,90000,50000
717,2032,Office,>30-50K Buildings,D,0.63,50000,30000
718,2032,Office,>20-30K Buildings,E,0.63,50000,20000
719,2032,Office,<20k buildings,F,,20000,0
720,2032,Other,>220K Buildings,A,1.51,1000000,220000
721,2032,Other,>90-220K Buildings,B,1.51,220000,90000
722,2032,Other,>50-90K Buildings,C,2.13,90000,50000
723,2032,Other,>30-50K Buildings,D,2.13,50000,30000
724,2032,Other,>20-30K Buildings,E,2.13,50000,20000
725,2032,Other,<20k buildings,F,,20000,0
726,2032,Recreation,>220K Buildings,A,2.29,1000000,220000
727,2032,Recreation,>90-220K Buildings,B,2.29,220000,90000
728,2032,Recreation,>50-90K Buildings,C,3.25,90000,50000
729,2032,Recreation,>30-50K Buildings,D,3.25,50000,30000
730,2032,Recreation,>20-30K Buildings,E,3.25,50000,20000
731,2032,Recreation,<20k buildings,F,,20000,0
732,2032,Refrigerated Warehouse,>220K Buildings,A,0.27,1000000,220000
733,2032,Refrigerated Warehouse,>90-220K Buildings,B,0.27,220000,90000
734,2032,Refrigerated Warehouse,>50-90K Buildings,C,0.38,90000,50000
735,2032,Refrigerated Warehouse,>30-50K Buildings,D,0.38,50000,30000
736,2032,Refrigerated Warehouse,>20-30K Buildings,E,0.38,50000,20000
737,2032,Refrigerated Warehouse,<20k buildings,F,,20000,0
738,2032,Residence Hall/Dormitory,>220K Buildings,A,0.84,1000000,220000
739,2032,Residence Hall/Dormitory,>90-220K Buildings,B,0.84,220000,90000
740,2032,Residence Hall/Dormitory,>50-90K Buildings,C,1.18,90000,50000
741,2032,Residence Hall/Dormitory,>30-50K Buildings,D,1.18,50000,30000
742,2032,Residence Hall/Dormitory,>20-30K Buildings,E,1.18,50000,20000
743,2032,Residence Hall/Dormitory,<20k buildings,F,,20000,0
744,2032,Restaurant,>220K Buildings,A,4.13,1000000,220000
745,2032,Restaurant,>90-220K Buildings,B,4.13,220000,90000
746,2032,Restaurant,>50-90K Buildings,C,5.85,90000,50000
747,2032,Restaurant,>30-50K Buildings,D,5.85,50000,30000
748,2032,Restaurant,>20-30K Buildings,E,5.85,50000,20000
749,2032,Restaurant,<20k buildings,F,,20000,0
750,2032,Retail Store,>220K Buildings,A,0.64,1000000,220000
751,2032,Retail Store,>90-220K Buildings,B,0.64,220000,90000
752,2032,Retail Store,>50-90K Buildings,C,0.91,90000,50000
753,2032,Retail Store,>30-50K Buildings,D,0.91,50000,30000
754,2032,Retail Store,>20-30K Buildings,E,0.91,50000,20000
