Owner,PropertyGFABuilding_s_,TotalGHGEmissions__metric_tons_,Electricity_kBtu_,NaturalGas_kBtu_,SteamUse_kBtu_
DK SUMMIT PLACE LLC,29647.0,3.7,703236.0,0.0,0.0
DLK LIMITED LIABILITY COMPANY,23742.0,3.4,632026.0,0.0,0.0
DLLC,73640.0,10.100000000000001,1891977.0,0.0,0.0
DNXT LLC,20184.0,0.0,0.0,0.0,0.0
DOLPHIN APARTMENTS L L C,20884.0,4.1,767646.0,0.0,0.0
DONATELLE LERRYN SCHAEFER,26008.0,35.3,215301.0,643186.0,0.0
DOUBLEUP LLC,89191.0,455.4,10681594.0,7505291.0,0.0
DOWNTOWN EMERGENCY SERVICE CENTER,172950.0,362.4,5388017.0,4568802.0,1098704.0
DP BUNKER HILL LLC,203251.0,813.0,6714454.0,65147.0,9322924.0
DPE INVESTMENTS LLC,23888.0,3.2,607841.0,0.0,0.0
DRAVUS APARTMENTS LLC,29482.0,21.6,771402.0,329745.0,0.0
DREAM LEGACY PRU SPE LLC,171169.0,191.4,5144508.0,3087745.0,0.0
DS INTERBAY URBAN CENTER LP,64659.0,291.2,6635552.0,4818027.0,0.0
DS PROPERTIES 18 LP,21301.0,7.1,1327626.0,0.0,0.0
DUBLINER BUILDING LLC,20516.0,43.2,77465.0,806550.0,0.0
DUCAN BLDG INVESTMENTS L L C,38675.0,19.0,1039838.0,252982.0,0.0
DUFFY INVESTMENTS L L C,22960.0,30.5,287258.0,545674.0,0.0
DUNN AUTOMOTICE BUILDING LLC,90280.0,41.5,1739901.0,607378.0,0.0
DUVAL LIMITED PARTNERSHIP,35512.0,5.0,945110.0,0.0,0.0
DWF V WEST LAKE LLC,212533.0,95.1,11437546.0,644832.0,0.0
E C B-HEALY LLC+GCH LLC,83118.0,59.8,1637505.0,961498.0,0.0
EAGLE RIDGE PLAZA LLC,29353.0,20.7,695672.0,320049.0,0.0
EAST APARTMENTS LLC,59414.0,18.4,2829350.0,64021.0,0.0
EAST MARGINAL INDUSTRIAL LLC,243044.0,269.3,18544810.0,3213219.0,0.0
EAST UNION 22 LLC,132078.0,20.7,3885739.0,0.0,0.0
EAST WEST INVESTMENT CO INC,58195.0,7.8,1469732.0,0.0,0.0
EAST-WEST INVESTMENT CO INC,43380.0,78.4,1534731.0,1323347.0,0.0
EASTGATE CORPORATE CENTER LLC,24032.0,3.0,567415.0,0.0,0.0
EASTHOM INVESTMENT LLC,37767.0,28.9,831437.0,460143.0,0.0
EASTHOM INVESTMENTS LLC,28235.0,38.4,607018.0,663075.0,0.0
EASTLAKE GARDENS LLC,27683.0,6.7,1256425.0,0.0,0.0
EBERHARTER/MERIDIAN LLC,27574.0,6.2,1158692.0,0.0,0.0
EDERLING L L C,21520.0,2.2,419495.0,0.0,0.0
EDGECLIFF PARTNERS L L C,23120.0,27.2,274282.0,485019.0,0.0
EDGEWATER HOLDINGS LLC,58578.0,8.2,1545471.0,0.0,0.0
EDMONDS SW LLC,28075.0,3.5,652675.0,0.0,0.0
EDWARDS ON 5TH AVE LTD PARTNERSHIP,21840.0,21.3,685285.0,331578.0,0.0
EECKHOUDT JAMES M,22195.0,3.3,617468.0,0.0,0.0
EL CAPITAN APRTMENTS LLC,58954.0,58.1,736331.0,1020129.0,0.0
EL CNETRO DE LA RAZA,52554.0,115.0,843900.0,2080890.0,0.0
ELEVATE PROPCO IX LLC,25520.0,11.9,116988.0,212861.0,0.0
ELEVATE PROPCO XII LLC,22622.0,31.5,240876.0,569577.0,0.0
ELIASEN MARK G+DEBORAH J+CHELAN INVESTORS LLC,20798.0,63.6,188242.0,1178865.0,0.0
ELIZABETH JAMES SENIOR HOUSING,40779.0,5.6,1047920.0,0.0,0.0
ELLENBERT APARTMENTS REAL ESTATE INVESTMENTS LLC,37059.0,2.2,413607.0,0.0,0.0
ELLIOTT COURT LLC,47265.0,6.4,1206334.0,0.0,0.0
ELLIOTT POINTE LLC,64826.0,19.1,1980348.0,161028.0,0.0
ELLIOTT SEATTLE REAL ESTATE HOLDING INC,129362.0,150.4,3312277.0,2499870.0,0.0
ELLIS COURT APARTMENTS LLC,39050.0,5.9,1116901.0,0.0,0.0
ELSTON PROPERTIES INC,28546.0,24.8,92971.0,458402.0,0.0
EMERSON ENTERPRISES L L C,27800.0,17.4,1297562.0,196890.0,0.0
EMPIRE WAY SHOPPING CENTER LLC,37883.0,172.1,323487.0,3207857.0,0.0
ENGELMANNII HOUSE LLC,31981.0,33.4,875313.0,541240.0,0.0
EPIC PROPERTY MANAGEMENT L L C,27548.0,64.4,836868.0,1128758.0,0.0
EPIPHANY SCHOOL,28500.0,34.6,634063.0,588183.0,0.0
EQR -TALLMAN LLC,236227.0,164.9,4706677.0,2634045.0,0.0
EQR CENTENNIAL COURT LLC,142497.0,19.8,3717452.0,0.0,0.0
EQR CENTENNIAL TOWER LLC,226500.0,417.3,7493370.0,7107464.0,0.0
EQR-320 PINE LLC,90314.0,174.1,3053492.0,2972109.0,0.0
EQR-ALCYONE APARTMENTS LLC,149697.0,106.6,3111920.0,1694783.0,0.0
EQR-CHLOE LLC,110478.0,136.5,3034490.0,2266424.0,0.0
EQR-HARBOR STEPS LLC,970647.0,892.3,29773129.0,13820264.0,0.0
EQR-HEIGHTS ON CAPITOL HILL LLC,87735.0,20.5,2712328.0,114490.0,0.0
EQR-LANE LLC,173658.0,22.6,4261666.0,0.0,0.0
EQR-MADISON LLC,110944.0,96.9,2123588.0,1611163.0,0.0
EQR-MARK ON 8TH LLC,144267.0,84.3,1899589.0,1396459.0,0.0
EQR-MARKET STREET LANDING L L C,439262.0,150.5,6659200.0,2166464.0,0.0
EQR-METRO ON FIRST LLC,91685.0,76.0,1718445.0,1259012.0,0.0
EQR-MODA I LLC+EQR-MODA II LLC,143183.0,158.1,3963168.0,2579109.0,0.0
EQR-PACKARD LLC,62338.0,82.3,1933936.0,1355993.0,0.0
EQR-PEARL LLC,75050.0,94.2,1782509.0,1595259.0,0.0
EQR-RIANNA I LLC,149771.0,65.6,5390039.0,696438.0,0.0
EQR-SAXTON LLC,302474.0,294.1,5417277.0,4995827.0,0.0
EQR-SECOND AND PINE LLC,432000.0,370.4,10625664.0,5909476.0,0.0
EQR-SPRINGLINE LLC,161999.0,126.8,2997482.0,2087282.0,0.0
EQR-SQUARE ONE LLC,79554.0,68.8,1195329.0,1175609.0,0.0
EQR/LEGACY PARTNERS (1999) TOWERS,409137.0,264.3,9085702.0,4066595.0,0.0
ERAWAN LLC,37417.0,5.0,946893.0,0.0,0.0
ERC SANTOS LLC,24100.0,26.5,310149.0,467474.0,0.0
ERP OPERATING LIMITED PARTNERSHIP,71226.0,82.2,2235695.0,1324833.0,0.0
ESPERANZA APARTMENTS LTD PSTHP,66363.0,9.6,1810069.0,0.0,0.0
ESSEX BERNARD LP,57050.0,33.3,1256963.0,500971.0,0.0
ESSEX BROADWAY LLC,286644.0,115.3,6989441.0,1471721.0,0.0
ESSEX CANVAS LLC,100371.0,12.1,2274804.0,0.0,0.0
ESSEX PORTFOLIO L P,158392.0,148.5,10754223.0,1718908.0,0.0
ESSEX PORTFOLIO LP,487147.0,208.0,14010217.0,2513385.0,0.0
ESSEX VELO RAY LP,208509.0,203.2,4786523.0,3345696.0,0.0
ESTATE OF REX C OTT +REX C,25000.0,21.2,428518.0,356832.0,0.0
EVARONE JACK W,28683.0,3.5,667185.0,0.0,0.0
EVARTS JOHN,58735.0,102.3,418037.0,1883970.0,0.0
EVERGREEN TREATMENT SERVICES,34425.0,25.5,1062188.0,373163.0,0.0
EXCHANGE 54 S DAWSON LLC,53550.0,43.8,1056176.0,719058.0,0.0
EXCHANGE FACILITATOR CORP,118263.0,21.3,4005991.0,0.0,0.0
EXECUTIVE HOTEL SEATTLE L L C,65009.0,198.8,1145568.0,1572366.0,1315934.0
EXETER INVESTORS LLC+PORTOFINO DEVELOPMENT LLC,164120.0,307.5,2305982.0,335615.0,3342310.0
EXPEDITORS INTERNATIONAL OF WA INC,219095.0,65.8,12375846.0,0.0,0.0
EXPEDITORS INTERNATIONAL OF WASHINGTON INC,189175.0,95.2,17908319.0,0.0,0.0
EXTRA SPACE PROPERTIES SEVENTY ONE LLC,94400.0,2.9,552901.0,0.0,0.0
FAIRFIELD LAKE CITY LP,159277.0,112.5,3909306.0,1725996.0,0.0
FAIRFIELD WASHINGTON TERRACE LP,107312.0,96.2,2991943.0,1512017.0,0.0
FAIRWAY BUILDING LLC,25891.0,3.3,620311.0,0.0,0.0
FAN-SHENG TEMPLE OF THE AMERICAN SEATTLE BUDDHIST ASSOCIATION,23903.0,17.1,115046.0,309990.0,0.0
FANA DOYLE LLC,47686.0,59.4,978563.0,0.0,652960.0
FANEUIL HALL APTS L L C,30259.0,28.1,831588.0,445902.0,0.0
FARIN BROTHERS PROPERTIES LLC,20383.0,2.2,421694.0,0.0,0.0
FAUNTLEROY COMMUNITY SERVICE AGENCY,49066.0,175.7,396430.0,3268293.0,0.0
FENPRO PONDERAY LLC +PONDERAY LLC,28472.0,4.5,842515.0,0.0,0.0
FFHS HOUSING PARTNERS LP,240192.0,567.8,5501227.0,10140024.0,0.0
FG92 LENORA LLC+CWS LENORA LP,99450.0,132.6,2393414.0,2257272.0,0.0
FH LLC,455459.0,92.6,17419379.0,0.0,0.0
FHF I BALLARD LOFTS LLC,101273.0,42.3,1343630.0,661502.0,0.0
FIFTH & PINE LLC,88717.0,36.2,6804419.0,0.0,0.0
FIFTH & WALL L L C,144118.0,38.6,4958786.0,230119.0,0.0
FIFTH AND BLANCHARD ASSOCIATES LLC,31054.0,5.1,962175.0,0.0,0.0
FIORITO DAN N JR+TIMOTHY T,36444.0,1.2,226890.0,0.0,0.0
FIRENZE LLC,25020.0,23.1,900792.0,343854.0,0.0
FIRST & LENORA MIX USE L L C,26400.0,13.3,448907.0,205167.0,0.0
FIRST & REPUBLICAN ASSOCIATES L L C,44567.0,20.1,973593.0,281821.0,0.0
FIRST & STEWART ASSOCIATION,40950.0,5.1,959630.0,0.0,0.0
FIRST & UTAH PROPERTIES LLC,1858249.0,727.1999999999999,65745023.0,7110006.0,0.0
FIRST AND ROY LP,53280.0,104.1,576115.0,1902805.0,0.0
FIRST BERKSHIRE PROPERTIES L L C,94713.0,159.4,2333674.0,2767869.0,0.0
FIRST COVENANT CHURCH OF,46560.0,29.7,284082.0,530722.0,0.0
FIRST FREE METHODIST CHURCH,33589.0,29.5,102980.0,545806.0,0.0
FIRST FREE METHODIST CHURCH OF,62000.0,79.8,675134.0,1435210.0,0.0
FIRST HILL EIGHTH AVENUE PROPCO LLC,434839.0,197.0,4520555.0,3257640.0,0.0
FIRST HILL/EIGHTH AVENUE LLC,632849.0,1373.3,18818364.0,1272685.0,14524050.0
FIRST PLACE,22344.0,40.1,423465.0,712840.0,0.0
FIRST SOUTH PROPERTIES L L C,64015.0,33.5,1926841.0,437090.0,0.0
FISHER FAMILY HOLDINGS LLC,21040.0,1.2,217546.0,0.0,0.0
FISHERMANS COMMERCIAL L L C,29722.0,5.3,997476.0,0.0,0.0
FITZ L L C,22984.0,3.4,639876.0,0.0,0.0
FLATS AT INTERBAY LIMITED PARTNERSHIP,88304.0,13.1,2464921.0,0.0,0.0
FLT WINDHAM LLC,37300.0,39.0,1273197.0,607165.0,0.0
FM 151 SOUTH LANDER LLC,29394.0,27.2,731603.0,438831.0,0.0
FM 1703 6TH AVE SOUTH LLC,111908.0,6.5,1215052.0,119.0,0.0
FM 2323 AIRPORT WAY SOUTH LLC,41550.0,92.7,572838.0,1687430.0,0.0
FM 2414 SW ANDOVER LLC,27000.0,79.2,2222844.0,1268663.0,0.0
FM 660 SOUTH OTHELLO LLC,119661.0,0.0,0.0,0.0,0.0
FNA INVESTMENTS LLC,23169.0,1.0,192561.0,0.0,0.0
FNR 4XXX LLC,49772.0,12.4,2332744.0,0.0,0.0
FONTANELLE APARTMENTS LLC,43330.0,6.5,1218917.0,0.0,0.0
FORTY TWO THIRTY ONE LLC,21176.0,2.9,552442.0,0.0,0.0
FORTYSEVEN LLC,23381.0,2.2,412087.0,0.0,0.0
FOSMIRE DAVID+WATSON SHELLY,24809.0,2.7,512098.0,0.0,0.0
FOUNDRY LLC,31360.0,0.0,0.0,0.0,0.0
FOUNTAIN COURT APARTMENTS LLC,21240.0,3.2,609101.0,0.0,0.0
FOURTH AVE HOLDINGS,43794.0,17.2,962067.0,226690.0,0.0
FOURTH WEST PROPERTIES LLC,23282.0,3.3,616606.0,0.0,0.0
FRANCONIA APARTMENTS LLC,27035.0,57.7,311370.0,1055110.0,0.0
FRANK W S MAR INVESTMENTS LLC,46560.0,215.7,1580023.0,3903024.0,0.0
FRASER RICHARD H,26528.0,3.4,631383.0,0.0,0.0
FRED HUTCHINSON CANCER RES CTR,37740.0,61.6,5402486.0,619096.0,0.0
FRED HUTCHINSON CANCER RESEARCH CENTER,131592.0,45.1,7446864.0,104274.0,0.0
FRED HUTCHINSON CANCER RESEARCH CTR,353919.0,580.5,19154272.0,9011800.0,0.0
FRED HUTCHISON CANCER RESEARCH CENTER,183574.0,336.5,19789948.0,4355243.0,0.0
FRED MEYER STORES INC,121087.0,423.0,8681336.0,7096095.0,0.0
FREEWAY PROPERTIES LLC,21600.0,65.8,1364393.0,1103087.0,0.0
FREMONT BRIDGE PARTNERS LLC,28309.0,0.0,0.0,0.0,0.0
FREMONT BUILDING LLC,27480.0,6.0,1132371.0,0.0,0.0
FREMONT COURT INVESTMENTS LLC,30055.0,4.6,858919.0,0.0,0.0
FREMONT DOCK CO,157896.0,21.9,4121713.0,0.0,0.0
FREMONT DOCK CO ATTN: SUZANNE M BURKE,57262.0,57.0,1743335.0,899801.0,0.0
FREMONT LAKE UNION CENTER LLC,306430.0,71.2,12213858.0,118039.0,0.0
FREMONT PUBLIC ASSOCIATION,49644.0,57.400000000000006,2557620.0,824347.0,0.0
FREMONT SPACE L L C,27526.0,11.2,772575.0,134128.0,0.0
FREYBERG JAMES W+ANNA K ET AL,42500.0,1.7,324966.0,0.0,0.0
FRMC LLC,60880.0,280.6,6586228.0,4623164.0,0.0
FRONTAL EW OLYMPIC BLOCK LLC,73102.0,22.2,4171252.0,0.0,0.0
FSC LAKE CITY ASSOCIATES LLC,46489.0,12.0,2262281.0,0.0,0.0
FSC REALTY LLC,60084.0,93.1,2125863.0,1540325.0,0.0
FTW LLC,28304.0,8.9,1674123.0,0.0,0.0
FU QUAN LLC,72000.0,15.7,2018759.0,94315.0,0.0
G S BUILDING SUPPLY INC,104786.0,0.0,0.0,0.0,0.0
GALEN WILSON PROPERTIES L.L.C,33850.0,4.8,899329.0,0.0,0.0
GALER CREST APARTMENTS LLC,32738.0,66.4,339282.0,1216687.0,0.0
GALLAGHER 1521 LLC,50179.0,8.0,1500045.0,0.0,0.0
GARDEN COURT WPIG L L C,43752.0,8.0,1498009.0,0.0,0.0
GARDEN TERRACE INVESTORS 2008 L L C,24664.0,3.6,672237.0,0.0,0.0
GARFIELD FAMILY LLC,22256.0,1.7,326077.0,0.0,0.0
GATES ARCHIVE LLC,65805.0,93.4,2117660.0,1545678.0,0.0
GATEWAY KING LLC,609767.0,126.4,23634243.0,13779.0,0.0
GC COLUMBIA LLC,1632820.0,485.0,74470892.0,1675277.0,0.0
GCC PROPERTIES LLC,32753.0,5.6,1046197.0,0.0,0.0
GDCV LOWER QUEEN ANNE LLC,72763.0,31.6,1989513.0,395003.0,0.0
GEE HOW OAK TIN FOUNDATION,25600.0,3.1,576853.0,0.0,0.0
GEORGETOWN CREATIVE DESIGN LLC,85126.0,40.9,848519.0,685022.0,0.0
GEORGETOWN INC LLC,22452.0,19.4,389252.0,326172.0,0.0
GEORGETOWN PROFESSIONAL CENTER LLC,41895.0,22.7,556145.0,371649.0,0.0
GEORGETOWN REAL ESTATE LLC,61419.0,44.2,1686201.0,662670.0,0.0
GEORGETOWN VENTURE LLC,74002.0,11.2,2120649.0,0.0,0.0
GERALD AND ALYCE ARAI FAMILY LP,24171.0,17.4,374438.0,289609.0,0.0
GI TC SEATTLE LLC,309695.0,709.0,129155774.0,417207.0,0.0
GIBRALTAR TOWER LLC,59400.0,10.1,1904342.0,0.0,0.0
GILBERT SEATTLE GROUP LLC,62251.0,31.5,998613.0,493576.0,0.0
GILDOW L L C,24480.0,4.2,782269.0,0.0,0.0
GILLESPIE ROBERT L+ANCICH PATRICIA A,24990.0,15.0,472016.0,235715.0,0.0
GIN HOLDINGS LLC,34560.0,17.5,750985.0,253515.0,0.0
GLEN EDEN LLC,31400.0,24.6,630580.0,399660.0,0.0
GLEN HOTEL LIMITED PARTNRSHP,27250.0,43.2,584542.0,755389.0,0.0
GLOBE PARTNERS LLC,69817.0,84.2,1126460.0,329963.0,730508.0
GMC LLC,42561.0,8.0,1508341.0,0.0,0.0
GMT ELLIOTT PORTFOLIO LLC,97416.0,81.69999999999999,1486619.0,1390104.0,0.0
GO-BRICKMAN BRODERICK OWNER LLC,89550.0,48.4,2408968.0,0.0,428310.0
GO-BRICKMAN CENTRAL OWNER LLC,201480.0,165.4,5762998.0,0.0,1622892.0
GO-BRICKMAN MIKEN OWNER LLC,60660.0,9.2,1739212.0,0.0,0.0
GOOD ARTS LLC,28600.0,22.2,663297.0,352514.0,0.0
GORDON ELYSE,40112.0,69.8,309351.0,1283594.0,0.0
GORDON VAN BUREN LLC +1711 FELSON PARTNERS LP,23397.0,16.7,523928.0,262517.0,0.0
GOVERNOR BUILDING LLC,20304.0,58.4,222501.0,1078133.0,0.0
GRADUATE SEATTLE OWNER LLC,106860.0,267.1,1950313.0,4833690.0,0.0
GRAHAM TERRY APARTMENTS LLC,47151.0,90.9,1234241.0,1587789.0,0.0
GRAHAM THOMAS P III+NANCY BOURGOIS,26772.0,7.2,686765.0,66439.0,0.0
GRANCORP LARSSON LLC,34618.0,5.4,973001.0,4359.0,0.0
GRANVIEW HOLDINGS LLC,21031.0,3.5,653368.0,0.0,0.0
GRE DOWNTOWNER LLC,243877.0,379.2,6951736.0,6443950.0,0.0
GRE FOUNDATION HOUSE LLC,33435.0,74.6,2335522.0,1171233.0,0.0
GRE UNIVERSITY L L C,89867.0,55.1,2949198.0,742940.0,0.0
GRE/NOP FIFTH AVENUE LLC,41615.0,2.6,497057.0,0.0,0.0
GREAT LAKE INVESTMENT CORPORATION,26270.0,29.8,935161.0,467821.0,0.0
GREEN LAKE JOINT VENTURE LLC,292376.0,259.6,11456667.0,3741349.0,0.0
GREEN LAKE PHASE II LLC,81802.0,65.2,2834069.0,944060.0,0.0
GREEN LAKE PRESBYTERIAN CHURCH PRESBYTERIAN CHURCH IN AMERICA,35736.0,48.9,142596.0,906867.0,0.0
GREEN LAKE TYEE LLC,27390.0,4.0,751500.0,0.0,0.0
GREENLAKE MANOR LLC,24920.0,51.3,198172.0,945937.0,0.0
GREENLAKE SELF STORAGE LLC,134748.0,43.0,303144.0,779734.0,0.0
GREENLIND BUILDING LLC,21656.0,58.2,570390.0,1038730.0,0.0
GREENUS BUILDING INC,24476.0,23.1,880784.0,346418.0,0.0
GREENWICH APTS LLC,28284.0,78.9,309644.0,1454676.0,0.0
GREENWOOD 85TH STREET LLC,51000.0,10.8,998492.0,103718.0,0.0
GREENWOOD ASSOC LLC,183869.0,24.9,4684612.0,0.0,0.0
GREENWOOD ASSOCIATES,40485.0,10.7,448349.0,156148.0,0.0
GREENWOOD AVENUE INVESTORS LLC,56319.0,50.7,2245090.0,730553.0,0.0
GREENWOOD FM PROPERTIES LLC,118133.0,365.2,11238046.0,5750448.0,0.0
GREENWOOD NORTH ADARTMENTS LLC +GREENWOOD NORTH APARTMENTS LLC,31317.0,4.5,843533.0,0.0,0.0
GREENWOOD PLACE L L C,205901.0,189.0,4870201.0,3072750.0,0.0
GREENWOOD VISTA LLC,25914.0,17.0,465978.0,273334.0,0.0
GREENWOOD WINCHESTER APARTMENTS LLC,22344.0,5.8,1098456.0,0.0,0.0
GREF 111 SOUTH JACKSON LP,78920.0,10.8,2029136.0,0.0,0.0
GREX RESIDENCES LLC,22320.0,62.9,214660.0,1162656.0,0.0
GRIFFIN & GRIFFIN PTR,73128.0,9.8,1842916.0,0.0,0.0
GRIFFITH HAL E JR+JOAN,43728.0,373.9,4847452.0,6554759.0,0.0
GROSS TED AND ANTONIA PROPERTIES LLC,25842.0,223.5,4391479.0,3767896.0,0.0
GROUP HEALTH COOPERATIVE PUGET,38745.0,39.2,1764062.0,562100.0,0.0
GS ZIG LLC,138434.0,88.6,5552163.0,1113133.0,0.0
GT LEXINGTON II LLC +GT LEXINGTON LLC,68368.0,52.0,1286552.0,850420.0,0.0
GT VILLAGE VISTA LLC,30240.0,4.4,835708.0,0.0,0.0
GUINEVERE LLC,114443.0,18.1,3400853.0,0.0,0.0
GULL INDUSTRIES INC,39600.0,33.0,462365.0,575574.0,0.0
GUSTAFSON BELINDA J ET AL,27005.0,3.6,679248.0,0.0,0.0
GUSTAVEL JEREMY+CHRISTINE,37906.0,4.5,855550.0,0.0,0.0
H-P PROPERTIES/ALLSTAR LLC,57236.0,235.0,3533460.0,4070674.0,0.0
H2O APARTMENTS LLC,21762.0,20.0,755926.0,300652.0,0.0
H5 CAPITAL - SEATTLE REAL ESTATE II LLC,287819.0,270.0,48878060.0,189939.0,0.0
HACIENDA INVESTMENTS 2020 LLC,24325.0,0.0,0.0,0.0,0.0
HALCYON APARTMENTS LLC,21464.0,3.1,585116.0,0.0,0.0
HALMAR ASSOCIATES LLC,23490.0,75.1,261455.0,1388277.0,0.0
HAMLIN ROBINSON SCHOOL,45000.0,6.3,1177072.0,0.0,0.0
HAMM BUILDING LLC,21239.0,2.4,431409.0,1730.0,0.0
HAMPTON COURT APARTMENTS LLC,35656.0,34.9,645985.0,591961.0,0.0
HANA PLACE SEATTLE LLC,133638.0,78.7,2523280.0,1228462.0,0.0
HANOVER INVESTMENTS LLC,70074.0,33.5,6307171.0,0.0,0.0
HARBOR REAL ESTATE INVESTMENTS,40657.0,11.8,1842460.0,38390.0,0.0
HARBOR SQUARE APARTMENTS LLC,28033.0,21.3,377484.0,364008.0,0.0
HARBORVIEW INVESTMENT LTD,45564.0,113.1,607229.0,2068940.0,0.0
HARSCH INVESTMENT PROPERTIES II LLC,195000.0,329.79999999999995,4781484.0,5730301.0,0.0
HARSCH INVESTMENT PROPERTIES LLC,112000.0,339.0,2584663.0,6122219.0,0.0
HART FIRST HILL LLC,227569.0,1439.7,11707490.0,0.0,16594533.0
HART PINE LLC,379494.0,369.2,10730061.0,5878068.0,0.0
HARTFORD BUILDING LLC,20028.0,1.6,298805.0,0.0,0.0
HASHIM JOHN C,43800.0,6.5,1220431.0,0.0,0.0
HASS FAMILY LLC,61107.0,7.8,1474962.0,0.0,0.0
HATCH FAMILY PROPERTIES LLC,22282.0,9.1,231039.0,147933.0,0.0
HAWAIAN L L C THE,22992.0,3.2,601992.0,0.0,0.0
HAYES APARTMENTS LLC,114403.0,81.6,2365329.0,1300074.0,0.0
HAYRE PROPERTIES LLC,51221.0,9.0,1681702.0,0.0,0.0
HAYS ELLIOTT PROPERTIES LLC,20671.0,12.7,34782.0,235528.0,0.0
HB ECOLUXE PARTNERS LLC,27889.0,20.8,600839.0,331286.0,0.0
HC-HMG L L C,29656.0,19.8,554632.0,316510.0,0.0
HCP 1101 MADISON MOB LLC,282363.0,129.5,24359005.0,0.0,0.0
HCP 600 BROADWAY MOB LLC,130262.0,93.8,10851521.0,680472.0,0.0
HELEN V APTS LLC,24316.0,40.9,817239.0,689235.0,0.0
HELIX ELLIPSE APARTMENTS LLC,102679.0,19.2,3607948.0,0.0,0.0
HENDRIX 419 LLC,43712.0,81.0,408533.0,1484481.0,0.0
HENRY PROSPEROUS PROPERTY LLC,32817.0,4.8,894739.0,0.0,0.0
HENSON FAMILY LIMITED LIABILITY COMPANY,38630.0,0.0,0.0,0.0,0.0
HF 5111 PROPERTY LLC,23500.0,19.0,477472.0,309641.0,0.0
HGA INVESTMENTS LLC,21900.0,73.4,72075.0,1374638.0,0.0
HH SEATTLE LLC,114736.0,140.0,2666077.0,2368894.0,0.0
HIATT KEMP E,22181.0,3.1,591298.0,0.0,0.0
HIDDEN CREEK ASSOCIATES,88096.0,12.1,2271775.0,0.0,0.0
HILL CREST WEST SEATTLE LLC,63198.0,8.8,1656272.0,0.0,0.0
HILL INVESTMENT COMPANY,144050.0,83.9,3230297.0,1256809.0,0.0
HILLCREST ASSOCIATED LTD PTSHP,27504.0,54.3,258422.0,996486.0,0.0
HILLREE INVESTORS 2010 LLC,25459.0,4.6,872554.0,0.0,0.0
HILLTOP HOUSE,92183.0,317.1,1985182.0,250729.0,3532062.0
HINES NORTON SEATTLE LLC,293925.0,410.6,10853357.0,6644731.0,0.0
HIRAO OTANI ENTERPRISES LLC,44476.0,21.4,731035.0,328873.0,0.0
HISTORIC SEATTLE PRESERVATION & DEVELOPMENT AUTHORITY,56700.0,14.5,2730683.0,0.0,0.0
HISTORIC SEATTLE PRESERVATION & DEVELOPMENT COMPANY,25864.0,48.9,305489.0,889889.0,0.0
HISTORICAL SOCIETY OF SEATTLE & KING COUNTY,52759.0,61.8,931492.0,1070183.0,0.0
HIT PORTFOLIO II OWNER LLC,118858.0,134.8,6714652.0,1865290.0,0.0
HIVE APARTMENTS LLC,24288.0,3.3,611405.0,0.0,0.0
HLI KOI LLC,128621.0,111.0,2632259.0,1826590.0,0.0
HOLDEN COURT APARTMENTS LLC,24459.0,3.7,692191.0,0.0,0.0
HOLDEN HOLDINGS LLC,21385.0,2.6,494571.0,0.0,0.0
HOLDEN STREET FAMILY HOUSING LLC,30003.0,5.4,1018352.0,0.0,0.0
HOLGATE 12 LLC,20445.0,0.0,0.0,0.0,0.0
HOLIDAY APARTMENTS LP,23200.0,4.9,783757.0,13399.0,0.0
HOLY NAMES ACADEMY,161514.0,231.6,2347737.0,4125871.0,0.0
HOME DEPOT USA INC,101830.0,253.4,3055344.0,4465402.0,0.0
HONG KONG BUILDING LLC,30993.0,139.3,1401982.0,2483089.0,0.0
HOUSING AUTHORITY CITY SEATTLE,554030.0,92.19999999999999,17366950.0,0.0,0.0
HOUSING AUTHORITY OF CITY OF S,68669.0,10.0,1871735.0,0.0,0.0
HOUSING AUTHORITY OF CITY OF SEATTLE,184040.0,246.7,5139501.0,4130445.0,0.0
HOUSING AUTHORITY OF SEATTLE,30948.0,3.5,649131.0,0.0,0.0
HOUSING AUTHORITY OF THE CITY OF SEATTLE,280643.0,135.79999999999998,8038401.0,1753188.0,0.0
HOUSING AUTHRITY OF THE SEATTLE CITY GOVT,138121.0,142.8,2137476.0,2475605.0,0.0
HOUSING RESOURCES GROUP,251806.0,85.6,6862307.0,924553.0,0.0
HOWARD BUILDING SEATTLE LLC,23563.0,2.3,437558.0,0.0,0.0
HOWARD PARK LLC,36600.0,27.3,574887.0,455767.0,0.0
HOWELL STREET ASSOCIATES LLC,29492.0,3.2,609131.0,0.0,0.0
HP HOTEL LLC,166915.0,158.3,4590310.0,2521081.0,0.0
HPT IHG-2 PROPERTIES TRUST,169037.0,55.1,2378165.0,798875.0,0.0
HR ACQUISITION 1 CORPORATION,69854.0,23.1,4344796.0,161.0,0.0
HR ACQUISITION I CORPORATION,86400.0,344.3,4157590.0,6066602.0,0.0
HR FIRST HILL MEDICAL BUILDING SPE LLC,89025.0,61.7,6363957.0,525078.0,0.0
HR I ACQUISITION CORPORATION,48798.0,14.8,2788071.0,0.0,0.0
HSIAO FAMILY (1) L L C,28397.0,78.0,861861.0,1382609.0,0.0
HT-SEATTLE OWNER LLC,1062251.0,1620.7,29641293.0,27548291.0,0.0
HTS WALLY LLC,23660.0,3.9,725437.0,0.0,0.0
HUDGINS ENTERPRISES I LLC,21712.0,46.5,271893.0,847485.0,0.0
