Owner,PropertyGFABuilding_s_,TotalGHGEmissions__metric_tons_,Electricity_kBtu_,NaturalGas_kBtu_,SteamUse_kBtu_
VIRGINIA MASON MEDICAL CENTER,158738.0,1148.9,21887209.0,10539720.0,5694684.0
VIRGINIA MASON MEDICAL CENTER % MARY ANNE OLMSTEAD,34074.0,283.0,3150506.0,5012753.0,0.0
VIRGINIA MASON RESEARCH CENTER,109550.0,189.4,12376245.0,0.0,1488820.0
VIRGINIA STREET JOINT VENTURE LLC,122356.0,28.1,3512122.0,178163.0,0.0
VIRGINIA STREET REIT LLC,52800.0,33.6,785500.0,554768.0,0.0
VISKO ENTERPRISES INC,31521.0,79.6,822234.0,1416761.0,0.0
VISTA POINT APARTMENTS LLC,29914.0,5.0,933235.0,0.0,0.0
VITALITY ON HOWELL LLC,24452.0,22.3,389219.0,380238.0,0.0
VIVE APARTMENTS LLC,57575.0,9.6,1798604.0,0.0,0.0
VSTONE 36 LLC +5451 CALIFORNIA LLC,24180.0,2.9,547887.0,0.0,0.0
W J CARLSON FAMILY LLC,26232.0,111.5,669424.0,2031488.0,0.0
W R P ASSOCIATES HARVARD AVE LLC,44751.0,46.4,753371.0,799141.0,0.0
W R P ASSOCIATES OF BELLEVUE,40992.0,7.7,1452733.0,0.0,0.0
W R P LAKE UNION LTD PTNRSHP,22998.0,7.3,671900.0,70545.0,0.0
WA HAZEL AND JOHNS LLC,70135.0,262.8,2284355.0,4720419.0,0.0
WA TOWER 12 APARTMENTS LLC,412344.0,429.7,9331059.0,7156293.0,0.0
WALLINGFORD MIRABELLA L L C,48118.0,7.4,1394866.0,0.0,0.0
WALLYSONS INC,162993.0,270.0,7808239.0,0.0,2751945.0
WANG LISA TS,43132.0,6.2,1158561.0,0.0,0.0
WAREHOUSE INNOVATIONS LLC,20200.0,1.6,306970.0,0.0,0.0
WARN AGUILAR 525 FAMILY L L C,37161.0,5.2,978811.0,0.0,0.0
WASHINGTON BUILDERS LLC,260262.0,890.0,27922068.0,13962033.0,0.0
WASHINGTON IRVING 2012 LLC,30920.0,26.8,803828.0,424349.0,0.0
WASHINGTON REAL ESTATE HOLDINGS LLC,187802.0,725.0,15265308.0,12122388.0,0.0
WASHINGTON SECURITITES,268832.0,339.6,9145248.0,0.0,3505827.0
WASHINGTON SHOE BUILDING LLC,79920.0,47.4,3745438.0,517170.0,0.0
WASHINGTON ST PUBLIC STADIUM ATHRTY,1919658.0,824.0,46811367.0,10829543.0,0.0
WASHINGTON STATE -DOT,364359.0,758.0,8318504.0,13439343.0,0.0
WASHINGTON STATE BOARD FOR COMMUNITY AND TECHNICAL COLLEGE,98141.0,118.8,4550967.0,1781145.0,0.0
WASHINGTON STATE CONVENTION CENTER,946212.0,1471.3,30223520.0,1251147.0,14987953.0
WASHINGTON STATE GOVT,56130.0,274.5,3082044.0,4860216.0,0.0
WASHINGTON STATE OF,1303849.0,1395.5,37937528.0,22476768.0,0.0
WASHINGTON STATE OF-DEPARTMENT OF TRANSPORTATION,167860.0,27.1,5095737.0,0.0,0.0
WASHINGTON STATE OF-DEPT OF COMMERCE,304052.0,182.6,16204216.0,1816574.0,0.0
WASHINGTON STATE OF/DEPARTMENT OF TRANSPORTATION,24930.0,30.5,489488.0,524729.0,0.0
WASHINGTON STATE OF: DEPARTMENT OF TRANSPORTATION,270899.0,554.9,8685075.0,9577687.0,0.0
WASHINGTON STATE-DEPT OF TRANSPORTATION,86204.0,93.9,1640825.0,1603086.0,0.0
WASHINGTON STATE-GOVT,66402.0,120.9,1348108.0,2142167.0,0.0
WASHINGTON UNIVERSITY OF BOARD OF REGENTS,547194.0,675.5,13408540.0,11377167.0,0.0
WASHINGTON UNIVERSITY OF BOARD OF REGENTS THE,531117.0,324.3,60992040.0,0.0,0.0
WATERMARK APARTMENTS LLC,75460.0,11.3,2130897.0,0.0,0.0
WC SEATTLE V SPE LLC,23349.0,17.2,516262.0,272219.0,0.0
WC SEATTLE VI SPE LLC,31600.0,28.6,663676.0,472556.0,0.0
WCC REALTY LLC,58665.0,17.1,3214940.0,0.0,0.0
WCSD 6020 RAINIER AVE S LLC,41720.0,0.0,0.0,0.0,0.0
WCSD 9601 35TH AVE SW LLC,23772.0,0.0,0.0,0.0,0.0
WEATHERFORD APARTMENTS LLC,43566.0,5.1,954342.0,0.0,0.0
WEBER VENTURES LLC,53480.0,10.0,1875785.0,0.0,0.0
WEINER JERALD DAVID+MARC V -REV TRUST,30040.0,62.1,281076.0,1141969.0,0.0
WEISS-JENKINS III LLC,23422.0,93.0,250729.0,1725088.0,0.0
WELL CA WA LANDLORD LLC,31680.0,63.2,1274723.0,1061730.0,0.0
WELLSPRING FAMILY SERVICES,38075.0,18.2,2380858.0,104163.0,0.0
WES 2233 LLC,35400.0,82.9,727021.0,1487533.0,0.0
WEST 206 ALLIANCE INVESTMENTS LLC,30649.0,7.0,1313146.0,0.0,0.0
WEST CRESCENT ADVISORS GALER LLC,33176.0,28.1,546113.0,474430.0,0.0
WEST LEE L L C,30174.0,4.4,828677.0,0.0,0.0
WEST REPUBLICAN PLACE INC,22558.0,3.2,600421.0,0.0,0.0
WEST SEATTLE APARTMENTS & HOMES LLC,26498.0,3.9,726534.0,0.0,0.0
WEST SEATTLE CAPITAL PARTNERS,105596.0,18.9,3555884.0,0.0,0.0
WESTERN & LENORA INVESTORS LLC,57492.0,31.3,1467535.0,443272.0,0.0
WESTERN CASTING LLC,20000.0,2.4,458680.0,0.0,0.0
WESTERN OFFICE GC PROPERTY OWNER LLC,131965.0,27.700000000000003,2205081.0,300543.0,0.0
WESTERN OFFICE PORTFOLIO PROPERTY OWNER LLC,97720.0,29.1,5479420.0,0.0,0.0
WESTERN OFFICE PORTFOLIO PROPERTY OWNER LLC +UNICO PROPERTIES LLC,304346.0,412.7,9279876.0,5324090.0,971312.0
WESTLAKE II HOUSING LLC,27397.0,7.5,1407148.0,0.0,0.0
WESTLAKE PROPERTY HOLDINGS LLC,38038.0,8.7,1637312.0,0.0,0.0
WESTMINSTER ASSOCIATES LLC,31979.0,4.1,309188.0,47056.0,0.0
WESTROY APARTMENTS L L C,25845.0,3.4,615680.0,1502.0,0.0
WESTSIDE SCHOOL,35844.0,4.5,851053.0,0.0,0.0
WESTVIEW ON BEACON HILL LLP,107518.0,142.5,2186719.0,2464984.0,0.0
WESTWIND CHRISTIAN COMMUNITY,23706.0,13.2,144721.0,234665.0,0.0
WESTWOOD COURT APARTMENTS LLC,48996.0,8.3,1556664.0,0.0,0.0
WH CY SEATTLE HOTEL LLC,153315.0,22.6,4258869.0,0.0,0.0
WH GREENWOOD II LLC,82514.0,37.0,1624747.0,534603.0,0.0
WHITE HEATHER APARTMENTS LLC,21469.0,3.0,558831.0,0.0,0.0
WILLOW CREEK PROPERTIES LLC,24291.0,0.0,0.0,0.0,0.0
WILLOWS COURT LLC,93472.0,14.0,2629363.0,0.0,0.0
WILSONIAN PROPCO LLC,100234.0,264.1,814644.0,4891611.0,0.0
WIN FOREVER LLC,30200.0,2.8,322661.0,20149.0,0.0
WIN FOREVER LLC +BUTCH T COUGAR LLC +ET AL,36240.0,87.6,226608.0,534487.0,698924.0
WINDSOR ADVISERS 2030 EIGHTH AVENUE LLC,277566.0,416.2,9864996.0,6848157.0,0.0
WIRELESS PROPCO LLC,66990.0,252.8,2137700.0,646200.0,2495602.0
WLAM PROPERTY ASSOCIATION,59000.0,25.9,879761.0,399652.0,0.0
WOLSKI DAVID,27328.0,89.7,227960.0,1665928.0,0.0
WOODCREEK LANE APTS LLC,31570.0,17.8,684453.0,266096.0,0.0
WOODLAND COURT LLC,28256.0,4.5,582399.0,26789.0,0.0
WOODLAND PARK CHURCH GOD,45680.0,82.8,362403.0,1522111.0,0.0
WOODLAND PARK VIEW APTS LLC,27413.0,3.9,732949.0,0.0,0.0
WORKSHOPS SEATTLE BALLARD LLC,28844.0,4.4,823239.0,0.0,0.0
WORKSHOPS SEATTLE LAKE CITY WAY,30948.0,4.9,926824.0,0.0,0.0
WORLDMARK THE CLUB,83008.0,139.0,2023043.0,2415042.0,0.0
WPPI SEATTLE AC LLC,79684.0,49.1,2413609.0,681864.0,0.0
WRI 2200 WESTLAKE LP,516407.0,566.7,23031972.0,8364218.0,0.0
WRIGHT ERIN L,20366.0,67.0,302804.0,1231415.0,0.0
WRP ASSOCIATES 19TH AVE LLC,27074.0,27.8,741779.0,449882.0,0.0
WSA PROPERTIES II LLC,40800.0,28.3,341284.0,498939.0,0.0
WSA PROPERTIES LLC,78814.0,3.3,550871.0,7700.0,0.0
WSA PROPERTIES VI LLC,20747.0,2.9,474558.0,7700.0,0.0
WSA PROPERTIES X11 LLC,62370.0,14.5,2730868.0,0.0,0.0
WSA PROPERTIES XI LLC,125519.0,10.2,1908815.0,0.0,0.0
WSDOT,207624.0,197.0,4084440.0,3301011.0,0.0
WU NADINE+FAN BESSIE,20467.0,2.3,439266.0,0.0,0.0
WWJB LLC,22252.0,22.7,390664.0,387416.0,0.0
XERAD LLC,32460.0,93.3,438827.0,1713642.0,0.0
YEE KING G LLC,61053.0,354.9,7699519.0,5912008.0,0.0
YEH ROBERT,65434.0,9.9,1855839.0,0.0,0.0
YESLER INVESTORS 2 LLC,187248.0,25.3,3612104.0,115025.0,0.0
YESLER INVESTORS 3 LLC,226427.0,25.0,4514352.0,18078.0,0.0
YESLER PLACE LLC,22852.0,2.9,541380.0,0.0,0.0
YESLER TERRACE OWNERS ASSOCIATION,77137.0,11.7,2194516.0,0.0,0.0
YESSIX LLC,27600.0,4.3,815014.0,0.0,0.0
YOSHIKAWA REVERSE L L C,30942.0,5.2,981423.0,0.0,0.0
YOSHIKAWA TERRANCE,20790.0,2.8,517221.0,0.0,0.0
YOUNG WOMEN'S CHRISTIAN ASSOC,33440.0,84.8,570125.0,1539376.0,0.0
YOUTHCARE,25297.0,23.8,744068.0,373794.0,0.0
YSD LLC,29619.0,50.0,376210.0,904179.0,0.0
YSG HOLDINGS CO,26040.0,4.8,898142.0,0.0,0.0
YSG HOLDINGS CO LTD,41336.0,7.4,1399470.0,0.0,0.0
YU JUDY,26254.0,3.7,695462.0,0.0,0.0
YUAN PAUL J L+SOPHIA Y,26510.0,8.3,696796.0,86968.0,0.0
YUEN LUI STUDIO INC,22860.0,5.4,1017687.0,0.0,0.0
ZELLA APARTMENTS LLC,86923.0,60.4,1600390.0,977241.0,0.0
ZINDORF 7 TH AVENUE LLC,30985.0,5.7,1078230.0,0.0,0.0
AMAZON,11912586.0,6385.1,724432250.0,40783705.0,4419764.0
